Pivot1 Names,RegionName,SizeRank,RegionID,Pivot1 Values
2011-01,Delaware,45,13,520
2011-01,South Dakota,46,52,
2011-01,Alaska,47,3,675
2011-01,North Dakota,48,37,592
2011-01,Vermont,49,58,556
2011-01,District of Columbia,50,12,504
2011-01,Wyoming,51,62,329
2011-02,California,1,9,36502
2011-02,Texas,2,54,22127
2011-02,New York,3,43,9975
2011-02,Florida,4,14,28387
2011-02,Illinois,5,21,11954
2011-02,Pennsylvania,6,47,9733
2011-02,Ohio,7,44,11090
2011-02,Michigan,8,30,13325
2011-02,Georgia,9,16,11284
2011-02,North Carolina,10,36,8094
2011-02,New Jersey,11,40,5859
2011-02,Virginia,12,56,7158
2011-02,Washington,13,59,6449
2011-02,Massachusetts,14,26,5801
2011-02,Indiana,15,22,6663
2011-02,Arizona,16,8,12109
2011-02,Tennessee,17,53,6727
2011-02,Missouri,18,32,5191
2011-02,Maryland,19,27,4373
2011-02,Wisconsin,20,60,5281
2011-02,Minnesota,21,31,5357
2011-02,Colorado,22,10,6482
2011-02,Alabama,23,4,2947
2011-02,South Carolina,24,51,5264
2011-02,Louisiana,25,25,2715
2011-02,Kentucky,26,24,3422
2011-02,Oregon,27,46,3654
2011-02,Oklahoma,28,45,2924
2011-02,Connecticut,29,11,2256
2011-02,Iowa,30,19,2446
2011-02,Mississippi,31,34,1354
2011-02,Arkansas,32,6,2256
2011-02,Kansas,33,23,1652
2011-02,Utah,34,55,3078
2011-02,Nevada,35,42,5229
2011-02,New Mexico,36,41,1384
2011-02,West Virginia,37,61,1143
2011-02,Nebraska,38,38,1461
2011-02,Idaho,39,20,1779
2011-02,Hawaii,40,18,1068
2011-02,Maine,41,28,
2011-02,New Hampshire,42,39,
2011-02,Rhode Island,43,50,
2011-02,Montana,44,35,720
2011-02,Delaware,45,13,528
2011-02,South Dakota,46,52,
2011-02,Alaska,47,3,668
2011-02,North Dakota,48,37,605
2011-02,Vermont,49,58,589
2011-02,District of Columbia,50,12,510
2011-02,Wyoming,51,62,327
2011-03,California,1,9,36724
2011-03,Texas,2,54,22633
2011-03,New York,3,43,10892
2011-03,Florida,4,14,29375
2011-03,Illinois,5,21,12304
2011-03,Pennsylvania,6,47,10050
2011-03,Ohio,7,44,11389
2011-03,Michigan,8,30,14025
2011-03,Georgia,9,16,11358
2011-03,North Carolina,10,36,8024
2011-03,New Jersey,11,40,6200
2011-03,Virginia,12,56,7239
2011-03,Washington,13,59,6466
2011-03,Massachusetts,14,26,6210
2011-03,Indiana,15,22,6555
2011-03,Arizona,16,8,12318
2011-03,Tennessee,17,53,6733
2011-03,Missouri,18,32,5053
2011-03,Maryland,19,27,4947
2011-03,Wisconsin,20,60,5442
2011-03,Minnesota,21,31,5718
2011-03,Colorado,22,10,6602
2011-03,Alabama,23,4,3006
2011-03,South Carolina,24,51,5122
2011-03,Louisiana,25,25,2792
2011-03,Kentucky,26,24,3472
2011-03,Oregon,27,46,3694
2011-03,Oklahoma,28,45,2833
2011-03,Connecticut,29,11,2363
2011-03,Iowa,30,19,2475
2011-03,Mississippi,31,34,1337
2011-03,Arkansas,32,6,2240
2011-03,Kansas,33,23,1638
2011-03,Utah,34,55,3217
2011-03,Nevada,35,42,5269
2011-03,New Mexico,36,41,1356
2011-03,West Virginia,37,61,1143
2011-03,Nebraska,38,38,1490
2011-03,Idaho,39,20,1765
2011-03,Hawaii,40,18,1059
2011-03,Maine,41,28,
2011-03,New Hampshire,42,39,
2011-03,Rhode Island,43,50,
2011-03,Montana,44,35,720
2011-03,Delaware,45,13,544
2011-03,South Dakota,46,52,
2011-03,Alaska,47,3,630
2011-03,North Dakota,48,37,609
2011-03,Vermont,49,58,592
2011-03,District of Columbia,50,12,541
2011-03,Wyoming,51,62,313
2011-04,California,1,9,34960
2011-04,Texas,2,54,21648
2011-04,New York,3,43,11474
2011-04,Florida,4,14,28298
2011-04,Illinois,5,21,11652
2011-04,Pennsylvania,6,47,9861
2011-04,Ohio,7,44,11007
2011-04,Michigan,8,30,13991
2011-04,Georgia,9,16,11064
2011-04,North Carolina,10,36,7847
2011-04,New Jersey,11,40,6119
2011-04,Virginia,12,56,6769
2011-04,Washington,13,59,6060
2011-04,Massachusetts,14,26,6298
2011-04,Indiana,15,22,6251
2011-04,Arizona,16,8,12315
2011-04,Tennessee,17,53,6417
2011-04,Missouri,18,32,4950
2011-04,Maryland,19,27,5066
2011-04,Wisconsin,20,60,4974
2011-04,Minnesota,21,31,5676
2011-04,Colorado,22,10,6220
2011-04,Alabama,23,4,2876
2011-04,South Carolina,24,51,5077
2011-04,Louisiana,25,25,2761
2011-04,Kentucky,26,24,3288
2011-04,Oregon,27,46,3547
2011-04,Oklahoma,28,45,2776
2011-04,Connecticut,29,11,2265
2011-04,Iowa,30,19,2451
2011-04,Mississippi,31,34,1339
2011-04,Arkansas,32,6,2187
2011-04,Kansas,33,23,1597
2011-04,Utah,34,55,3085
2011-04,Nevada,35,42,5064
2011-04,New Mexico,36,41,1289
2011-04,West Virginia,37,61,1122
2011-04,Nebraska,38,38,1434
2011-04,Idaho,39,20,1670
2011-04,Hawaii,40,18,1058
2011-04,Maine,41,28,
2011-04,New Hampshire,42,39,
2011-04,Rhode Island,43,50,
2011-04,Montana,44,35,692
2011-04,Delaware,45,13,544
2011-04,South Dakota,46,52,
2011-04,Alaska,47,3,614
2011-04,North Dakota,48,37,550
2011-04,Vermont,49,58,589
2011-04,District of Columbia,50,12,511
2011-04,Wyoming,51,62,309
2011-05,California,1,9,32921
2011-05,Texas,2,54,21485
2011-05,New York,3,43,11145
2011-05,Florida,4,14,27261
2011-05,Illinois,5,21,11119
2011-05,Pennsylvania,6,47,9294
2011-05,Ohio,7,44,10480
2011-05,Michigan,8,30,12985
2011-05,Georgia,9,16,11011
2011-05,North Carolina,10,36,7549
2011-05,New Jersey,11,40,5942
2011-05,Virginia,12,56,6348
2011-05,Washington,13,59,5658
2011-05,Massachusetts,14,26,5068
2011-05,Indiana,15,22,5701
2011-05,Arizona,16,8,12335
2011-05,Tennessee,17,53,6131
2011-05,Missouri,18,32,4717
2011-05,Maryland,19,27,4725
2011-05,Wisconsin,20,60,4356
2011-05,Minnesota,21,31,4992
2011-05,Colorado,22,10,5955
2011-05,Alabama,23,4,2839
2011-05,South Carolina,24,51,4848
2011-05,Louisiana,25,25,2771
2011-05,Kentucky,26,24,2974
2011-05,Oregon,27,46,3367
2011-05,Oklahoma,28,45,2690
2011-05,Connecticut,29,11,2124
2011-05,Iowa,30,19,2287
2011-05,Mississippi,31,34,1334
2011-05,Arkansas,32,6,2113
2011-05,Kansas,33,23,1539
2011-05,Utah,34,55,2978
2011-05,Nevada,35,42,4847
2011-05,New Mexico,36,41,1238
2011-05,West Virginia,37,61,1042
2011-05,Nebraska,38,38,1340
2011-05,Idaho,39,20,1505
2011-05,Hawaii,40,18,991
2011-05,Maine,41,28,
2011-05,New Hampshire,42,39,
2011-05,Rhode Island,43,50,
2011-05,Montana,44,35,600
2011-05,Delaware,45,13,529
2011-05,South Dakota,46,52,
2011-05,Alaska,47,3,597
2011-05,North Dakota,48,37,464
2011-05,Vermont,49,58,554
2011-05,District of Columbia,50,12,478
2011-05,Wyoming,51,62,319
2011-06,California,1,9,31574
2011-06,Texas,2,54,21077
2011-06,New York,3,43,10766
2011-06,Florida,4,14,26004
2011-06,Illinois,5,21,10764
2011-06,Pennsylvania,6,47,9148
2011-06,Ohio,7,44,10024
2011-06,Michigan,8,30,11899
2011-06,Georgia,9,16,11018
2011-06,North Carolina,10,36,7381
2011-06,New Jersey,11,40,5720
2011-06,Virginia,12,56,6220
2011-06,Washington,13,59,5464
2011-06,Massachusetts,14,26,4449
2011-06,Indiana,15,22,5611
2011-06,Arizona,16,8,12110
2011-06,Tennessee,17,53,6139
2011-06,Missouri,18,32,4745
2011-06,Maryland,19,27,4008
2011-06,Wisconsin,20,60,4141
2011-06,Minnesota,21,31,4507
2011-06,Colorado,22,10,5816
2011-06,Alabama,23,4,2873
2011-06,South Carolina,24,51,4782
2011-06,Louisiana,25,25,2929
2011-06,Kentucky,26,24,2838
2011-06,Oregon,27,46,3217
2011-06,Oklahoma,28,45,2799
2011-06,Connecticut,29,11,2096
2011-06,Iowa,30,19,2256
2011-06,Mississippi,31,34,1313
2011-06,Arkansas,32,6,2057
2011-06,Kansas,33,23,1544
2011-06,Utah,34,55,2832
2011-06,Nevada,35,42,4639
2011-06,New Mexico,36,41,1206
2011-06,West Virginia,37,61,1016
2011-06,Nebraska,38,38,1330
2011-06,Idaho,39,20,1385
2011-06,Hawaii,40,18,996
2011-06,Maine,41,28,
2011-06,New Hampshire,42,39,
2011-06,Rhode Island,43,50,
2011-06,Montana,44,35,560
2011-06,Delaware,45,13,511
2011-06,South Dakota,46,52,
2011-06,Alaska,47,3,597
2011-06,North Dakota,48,37,444
2011-06,Vermont,49,58,558
2011-06,District of Columbia,50,12,441
2011-06,Wyoming,51,62,346
2011-07,California,1,9,30845
2011-07,Texas,2,54,20655
2011-07,New York,3,43,10255
2011-07,Florida,4,14,24866
2011-07,Illinois,5,21,10645
2011-07,Pennsylvania,6,47,9149
2011-07,Ohio,7,44,9719
2011-07,Michigan,8,30,11292
2011-07,Georgia,9,16,11742
2011-07,North Carolina,10,36,7161
2011-07,New Jersey,11,40,5625
2011-07,Virginia,12,56,6052
2011-07,Washington,13,59,5362
2011-07,Massachusetts,14,26,4091
2011-07,Indiana,15,22,5637
2011-07,Arizona,16,8,11707
2011-07,Tennessee,17,53,6133
2011-07,Missouri,18,32,4559
2011-07,Maryland,19,27,3558
2011-07,Wisconsin,20,60,4081
2011-07,Minnesota,21,31,4275
2011-07,Colorado,22,10,5650
2011-07,Alabama,23,4,3036
2011-07,South Carolina,24,51,4685
2011-07,Louisiana,25,25,2911
2011-07,Kentucky,26,24,2764
2011-07,Oregon,27,46,3131
2011-07,Oklahoma,28,45,2768
2011-07,Connecticut,29,11,2010
2011-07,Iowa,30,19,2191
2011-07,Mississippi,31,34,1257
2011-07,Arkansas,32,6,2008
2011-07,Kansas,33,23,1519
2011-07,Utah,34,55,2820
2011-07,Nevada,35,42,4701
2011-07,New Mexico,36,41,1174
2011-07,West Virginia,37,61,886
2011-07,Nebraska,38,38,1310
2011-07,Idaho,39,20,1312
2011-07,Hawaii,40,18,997
2011-07,Maine,41,28,
2011-07,New Hampshire,42,39,
2011-07,Rhode Island,43,50,
2011-07,Montana,44,35,529
2011-07,Delaware,45,13,504
2011-07,South Dakota,46,52,
2011-07,Alaska,47,3,577
2011-07,North Dakota,48,37,430
2011-07,Vermont,49,58,544
2011-07,District of Columbia,50,12,416
2011-07,Wyoming,51,62,352
2011-08,California,1,9,31538
2011-08,Texas,2,54,21254
2011-08,New York,3,43,10264
2011-08,Florida,4,14,25069
2011-08,Illinois,5,21,10858
2011-08,Pennsylvania,6,47,9436
2011-08,Ohio,7,44,9767
2011-08,Michigan,8,30,11664
2011-08,Georgia,9,16,12968
2011-08,North Carolina,10,36,7347
2011-08,New Jersey,11,40,5692
2011-08,Virginia,12,56,6149
2011-08,Washington,13,59,5516
2011-08,Massachusetts,14,26,4126
2011-08,Indiana,15,22,5867
2011-08,Arizona,16,8,11742
2011-08,Tennessee,17,53,6302
2011-08,Missouri,18,32,4673
2011-08,Maryland,19,27,3399
2011-08,Wisconsin,20,60,4193
2011-08,Minnesota,21,31,4359
2011-08,Colorado,22,10,5787
2011-08,Alabama,23,4,3216
2011-08,South Carolina,24,51,4703
2011-08,Louisiana,25,25,2951
2011-08,Kentucky,26,24,2876
2011-08,Oregon,27,46,3126
2011-08,Oklahoma,28,45,2870
2011-08,Connecticut,29,11,1878
2011-08,Iowa,30,19,2304
2011-08,Mississippi,31,34,1266
2011-08,Arkansas,32,6,2092
2011-08,Kansas,33,23,1571
2011-08,Utah,34,55,2861
2011-08,Nevada,35,42,5015
2011-08,New Mexico,36,41,1176
2011-08,West Virginia,37,61,799
2011-08,Nebraska,38,38,1342
2011-08,Idaho,39,20,1323
2011-08,Hawaii,40,18,1010
2011-08,Maine,41,28,
2011-08,New Hampshire,42,39,
2011-08,Rhode Island,43,50,
2011-08,Montana,44,35,564
2011-08,Delaware,45,13,491
2011-08,South Dakota,46,52,
2011-08,Alaska,47,3,601
2011-08,North Dakota,48,37,500
2011-08,Vermont,49,58,531
2011-08,District of Columbia,50,12,423
2011-08,Wyoming,51,62,366
2011-09,California,1,9,31725
2011-09,Texas,2,54,21013
2011-09,New York,3,43,9714
2011-09,Florida,4,14,24903
2011-09,Illinois,5,21,10661
2011-09,Pennsylvania,6,47,9169
2011-09,Ohio,7,44,9838
2011-09,Michigan,8,30,11713
2011-09,Georgia,9,16,15055
2011-09,North Carolina,10,36,7297
2011-09,New Jersey,11,40,5579
2011-09,Virginia,12,56,6091
2011-09,Washington,13,59,5515
2011-09,Massachusetts,14,26,3928
2011-09,Indiana,15,22,5831
2011-09,Arizona,16,8,11402
2011-09,Tennessee,17,53,6403
2011-09,Missouri,18,32,4669
2011-09,Maryland,19,27,3523
2011-09,Wisconsin,20,60,4211
2011-09,Minnesota,21,31,4384
2011-09,Colorado,22,10,5824
2011-09,Alabama,23,4,3151
2011-09,South Carolina,24,51,4672
2011-09,Louisiana,25,25,2736
2011-09,Kentucky,26,24,2911
2011-09,Oregon,27,46,3079
2011-09,Oklahoma,28,45,2839
2011-09,Connecticut,29,11,1722
2011-09,Iowa,30,19,2358
2011-09,Mississippi,31,34,1311
2011-09,Arkansas,32,6,2119
2011-09,Kansas,33,23,1580
2011-09,Utah,34,55,2922
2011-09,Nevada,35,42,5101
2011-09,New Mexico,36,41,1163
2011-09,West Virginia,37,61,712
2011-09,Nebraska,38,38,1333
2011-09,Idaho,39,20,1279
2011-09,Hawaii,40,18,1014
2011-09,Maine,41,28,
2011-09,New Hampshire,42,39,
2011-09,Rhode Island,43,50,
2011-09,Montana,44,35,583
2011-09,Delaware,45,13,502
2011-09,South Dakota,46,52,
2011-09,Alaska,47,3,633
2011-09,North Dakota,48,37,518
2011-09,Vermont,49,58,488
2011-09,District of Columbia,50,12,448
2011-09,Wyoming,51,62,351
2011-10,California,1,9,31805
2011-10,Texas,2,54,21061
2011-10,New York,3,43,9046
2011-10,Florida,4,14,24774
2011-10,Illinois,5,21,10746
2011-10,Pennsylvania,6,47,9002
2011-10,Ohio,7,44,9889
2011-10,Michigan,8,30,11506
2011-10,Georgia,9,16,16885
2011-10,North Carolina,10,36,7214
2011-10,New Jersey,11,40,5521
2011-10,Virginia,12,56,6029
2011-10,Washington,13,59,5659
2011-10,Massachusetts,14,26,3848
2011-10,Indiana,15,22,5860
2011-10,Arizona,16,8,11333
2011-10,Tennessee,17,53,6437
2011-10,Missouri,18,32,4785
2011-10,Maryland,19,27,3682
2011-10,Wisconsin,20,60,4301
2011-10,Minnesota,21,31,4520
2011-10,Colorado,22,10,5988
2011-10,Alabama,23,4,3160
2011-10,South Carolina,24,51,4753
2011-10,Louisiana,25,25,2686
2011-10,Kentucky,26,24,2936
2011-10,Oregon,27,46,3044
2011-10,Oklahoma,28,45,2929
2011-10,Connecticut,29,11,1750
2011-10,Iowa,30,19,2438
2011-10,Mississippi,31,34,1387
2011-10,Arkansas,32,6,2108
2011-10,Kansas,33,23,1578
2011-10,Utah,34,55,2921
2011-10,Nevada,35,42,5185
2011-10,New Mexico,36,41,1167
2011-10,West Virginia,37,61,694
2011-10,Nebraska,38,38,1339
2011-10,Idaho,39,20,1335
2011-10,Hawaii,40,18,996
2011-10,Maine,41,28,
2011-10,New Hampshire,42,39,
2011-10,Rhode Island,43,50,
2011-10,Montana,44,35,604
2011-10,Delaware,45,13,516
2011-10,South Dakota,46,52,
2011-10,Alaska,47,3,615
2011-10,North Dakota,48,37,534
2011-10,Vermont,49,58,437
2011-10,District of Columbia,50,12,425
2011-10,Wyoming,51,62,370
2011-11,California,1,9,32167
2011-11,Texas,2,54,21109
2011-11,New York,3,43,8535
2011-11,Florida,4,14,25057
2011-11,Illinois,5,21,10947
2011-11,Pennsylvania,6,47,8842
2011-11,Ohio,7,44,9829
2011-11,Michigan,8,30,11428
2011-11,Georgia,9,16,18196
2011-11,North Carolina,10,36,7085
2011-11,New Jersey,11,40,5426
2011-11,Virginia,12,56,6132
2011-11,Washington,13,59,5851
2011-11,Massachusetts,14,26,4120
2011-11,Indiana,15,22,6061
2011-11,Arizona,16,8,11525
2011-11,Tennessee,17,53,6499
2011-11,Missouri,18,32,4795
2011-11,Maryland,19,27,4022
2011-11,Wisconsin,20,60,4380
2011-11,Minnesota,21,31,4686
2011-11,Colorado,22,10,6303
2011-11,Alabama,23,4,2978
2011-11,South Carolina,24,51,4747
2011-11,Louisiana,25,25,2592
2011-11,Kentucky,26,24,2960
2011-11,Oregon,27,46,3147
2011-11,Oklahoma,28,45,3126
2011-11,Connecticut,29,11,1716
2011-11,Iowa,30,19,2498
2011-11,Mississippi,31,34,1449
2011-11,Arkansas,32,6,2102
2011-11,Kansas,33,23,1560
2011-11,Utah,34,55,2974
2011-11,Nevada,35,42,5237
2011-11,New Mexico,36,41,1231
2011-11,West Virginia,37,61,717
2011-11,Nebraska,38,38,1400
2011-11,Idaho,39,20,1420
2011-11,Hawaii,40,18,1228
2011-11,Maine,41,28,
2011-11,New Hampshire,42,39,
2011-11,Rhode Island,43,50,
2011-11,Montana,44,35,622
2011-11,Delaware,45,13,630
2011-11,South Dakota,46,52,
2011-11,Alaska,47,3,605
2011-11,North Dakota,48,37,528
2011-11,Vermont,49,58,407
2011-11,District of Columbia,50,12,396
2011-11,Wyoming,51,62,381
2011-12,California,1,9,33113
2011-12,Texas,2,54,21506
2011-12,New York,3,43,8316
2011-12,Florida,4,14,25189
2011-12,Illinois,5,21,11467
2011-12,Pennsylvania,6,47,8933
2011-12,Ohio,7,44,9950
2011-12,Michigan,8,30,11818
2011-12,Georgia,9,16,17988
2011-12,North Carolina,10,36,7156
2011-12,New Jersey,11,40,5517
2011-12,Virginia,12,56,6213
2011-12,Washington,13,59,6060
2011-12,Massachusetts,14,26,4093
2011-12,Indiana,15,22,6380
2011-12,Arizona,16,8,11697
2011-12,Tennessee,17,53,6548
2011-12,Missouri,18,32,4833
2011-12,Maryland,19,27,4128
2011-12,Wisconsin,20,60,4641
2011-12,Minnesota,21,31,4993
2011-12,Colorado,22,10,6463
2011-12,Alabama,23,4,3050
2011-12,South Carolina,24,51,4955
2011-12,Louisiana,25,25,2463
2011-12,Kentucky,26,24,3074
2011-12,Oregon,27,46,3277
2011-12,Oklahoma,28,45,3247
2011-12,Connecticut,29,11,1681
2011-12,Iowa,30,19,2520
2011-12,Mississippi,31,34,1412
2011-12,Arkansas,32,6,2093
2011-12,Kansas,33,23,1643
2011-12,Utah,34,55,3106
2011-12,Nevada,35,42,5364
2011-12,New Mexico,36,41,1262
2011-12,West Virginia,37,61,746
2011-12,Nebraska,38,38,1408
2011-12,Idaho,39,20,1530
2011-12,Hawaii,40,18,1201
2011-12,Maine,41,28,
2011-12,New Hampshire,42,39,
2011-12,Rhode Island,43,50,
2011-12,Montana,44,35,643
2011-12,Delaware,45,13,753
2011-12,South Dakota,46,52,
2011-12,Alaska,47,3,594
2011-12,North Dakota,48,37,559
2011-12,Vermont,49,58,444
2011-12,District of Columbia,50,12,374
2011-12,Wyoming,51,62,387
2012-01,California,1,9,35758
2012-01,Texas,2,54,22224
2012-01,New York,3,43,8708
2012-01,Florida,4,14,26613
2012-01,Illinois,5,21,12530
2012-01,Pennsylvania,6,47,9559
2012-01,Ohio,7,44,10715
2012-01,Michigan,8,30,12827
2012-01,Georgia,9,16,18754
2012-01,North Carolina,10,36,7720
2012-01,New Jersey,11,40,5692
2012-01,Virginia,12,56,6937
2012-01,Washington,13,59,6517
2012-01,Massachusetts,14,26,4002
2012-01,Indiana,15,22,6852
2012-01,Arizona,16,8,12981
2012-01,Tennessee,17,53,7187
2012-01,Missouri,18,32,5043
2012-01,Maryland,19,27,4572
2012-01,Wisconsin,20,60,5190
2012-01,Minnesota,21,31,5387
2012-01,Colorado,22,10,7017
2012-01,Alabama,23,4,3297
2012-01,South Carolina,24,51,5255
2012-01,Louisiana,25,25,2581
2012-01,Kentucky,26,24,3307
2012-01,Oregon,27,46,3595
2012-01,Oklahoma,28,45,3416
2012-01,Connecticut,29,11,1575
2012-01,Iowa,30,19,2725
2012-01,Mississippi,31,34,1381
2012-01,Arkansas,32,6,2114
2012-01,Kansas,33,23,1765
2012-01,Utah,34,55,3221
2012-01,Nevada,35,42,5616
2012-01,New Mexico,36,41,1333
2012-01,West Virginia,37,61,776
2012-01,Nebraska,38,38,1518
2012-01,Idaho,39,20,1685
2012-01,Hawaii,40,18,1217
2012-01,Maine,41,28,
2012-01,New Hampshire,42,39,
2012-01,Rhode Island,43,50,
2012-01,Montana,44,35,699
2012-01,Delaware,45,13,879
2012-01,South Dakota,46,52,
2012-01,Alaska,47,3,615
2012-01,North Dakota,48,37,654
2012-01,Vermont,49,58,508
2012-01,District of Columbia,50,12,411
2012-01,Wyoming,51,62,367
2012-02,California,1,9,38084
2012-02,Texas,2,54,22915
2012-02,New York,3,43,8954
2012-02,Florida,4,14,26894
2012-02,Illinois,5,21,13420
2012-02,Pennsylvania,6,47,10314
2012-02,Ohio,7,44,11807
2012-02,Michigan,8,30,14522
2012-02,Georgia,9,16,19798
2012-02,North Carolina,10,36,8366
2012-02,New Jersey,11,40,5930
2012-02,Virginia,12,56,7429
2012-02,Washington,13,59,6978
2012-02,Massachusetts,14,26,3847
2012-02,Indiana,15,22,7404
2012-02,Arizona,16,8,13869
2012-02,Tennessee,17,53,7768
2012-02,Missouri,18,32,5372
2012-02,Maryland,19,27,4915
2012-02,Wisconsin,20,60,6047
2012-02,Minnesota,21,31,6283
2012-02,Colorado,22,10,7500
2012-02,Alabama,23,4,3475
2012-02,South Carolina,24,51,5686
2012-02,Louisiana,25,25,2709
2012-02,Kentucky,26,24,3555
2012-02,Oregon,27,46,3836
2012-02,Oklahoma,28,45,3557
2012-02,Connecticut,29,11,1716
2012-02,Iowa,30,19,3024
2012-02,Mississippi,31,34,1279
2012-02,Arkansas,32,6,2144
2012-02,Kansas,33,23,1928
2012-02,Utah,34,55,3354
2012-02,Nevada,35,42,5765
2012-02,New Mexico,36,41,1387
2012-02,West Virginia,37,61,808
2012-02,Nebraska,38,38,1621
2012-02,Idaho,39,20,1790
2012-02,Hawaii,40,18,1052
2012-02,Maine,41,28,
2012-02,New Hampshire,42,39,
2012-02,Rhode Island,43,50,
2012-02,Montana,44,35,794
2012-02,Delaware,45,13,963
2012-02,South Dakota,46,52,
2012-02,Alaska,47,3,631
2012-02,North Dakota,48,37,828
2012-02,Vermont,49,58,602
2012-02,District of Columbia,50,12,434
2012-02,Wyoming,51,62,365
2012-03,California,1,9,38419
2012-03,Texas,2,54,23242
2012-03,New York,3,43,9225
2012-03,Florida,4,14,27411
2012-03,Illinois,5,21,13668
2012-03,Pennsylvania,6,47,10537
2012-03,Ohio,7,44,12104
2012-03,Michigan,8,30,15344
2012-03,Georgia,9,16,20780
2012-03,North Carolina,10,36,8530
2012-03,New Jersey,11,40,6092
2012-03,Virginia,12,56,7565
2012-03,Washington,13,59,7101
2012-03,Massachusetts,14,26,4365
2012-03,Indiana,15,22,7396
2012-03,Arizona,16,8,14634
2012-03,Tennessee,17,53,8073
2012-03,Missouri,18,32,5410
2012-03,Maryland,19,27,5124
2012-03,Wisconsin,20,60,6215
2012-03,Minnesota,21,31,6672
2012-03,Colorado,22,10,7642
2012-03,Alabama,23,4,3554
2012-03,South Carolina,24,51,5594
2012-03,Louisiana,25,25,2882
2012-03,Kentucky,26,24,3566
2012-03,Oregon,27,46,3880
2012-03,Oklahoma,28,45,3486
2012-03,Connecticut,29,11,1925
2012-03,Iowa,30,19,3189
2012-03,Mississippi,31,34,1267
2012-03,Arkansas,32,6,2107
2012-03,Kansas,33,23,1883
2012-03,Utah,34,55,3327
2012-03,Nevada,35,42,5722
2012-03,New Mexico,36,41,1447
2012-03,West Virginia,37,61,822
2012-03,Nebraska,38,38,1683
2012-03,Idaho,39,20,1803
2012-03,Hawaii,40,18,1056
2012-03,Maine,41,28,
2012-03,New Hampshire,42,39,
2012-03,Rhode Island,43,50,
2012-03,Montana,44,35,820
2012-03,Delaware,45,13,1009
2012-03,South Dakota,46,52,
2012-03,Alaska,47,3,624
2012-03,North Dakota,48,37,854
2012-03,Vermont,49,58,621
2012-03,District of Columbia,50,12,440
2012-03,Wyoming,51,62,366
2012-04,California,1,9,36853
2012-04,Texas,2,54,23112
2012-04,New York,3,43,9308
2012-04,Florida,4,14,27258
2012-04,Illinois,5,21,13121
2012-04,Pennsylvania,6,47,10354
2012-04,Ohio,7,44,11692
2012-04,Michigan,8,30,15423
2012-04,Georgia,9,16,20841
2012-04,North Carolina,10,36,8299
2012-04,New Jersey,11,40,6227
2012-04,Virginia,12,56,7169
2012-04,Washington,13,59,6816
2012-04,Massachusetts,14,26,4430
2012-04,Indiana,15,22,7038
2012-04,Arizona,16,8,14191
2012-04,Tennessee,17,53,7871
2012-04,Missouri,18,32,5402
2012-04,Maryland,19,27,4946
2012-04,Wisconsin,20,60,6056
2012-04,Minnesota,21,31,6490
2012-04,Colorado,22,10,7390
2012-04,Alabama,23,4,3403
2012-04,South Carolina,24,51,5473
2012-04,Louisiana,25,25,2918
2012-04,Kentucky,26,24,3461
2012-04,Oregon,27,46,3781
2012-04,Oklahoma,28,45,3478
2012-04,Connecticut,29,11,1950
2012-04,Iowa,30,19,3169
2012-04,Mississippi,31,34,1249
2012-04,Arkansas,32,6,2057
2012-04,Kansas,33,23,1846
2012-04,Utah,34,55,3328
2012-04,Nevada,35,42,5400
2012-04,New Mexico,36,41,1475
2012-04,West Virginia,37,61,822
2012-04,Nebraska,38,38,1636
2012-04,Idaho,39,20,1656
2012-04,Hawaii,40,18,1056
2012-04,Maine,41,28,
2012-04,New Hampshire,42,39,
2012-04,Rhode Island,43,50,
2012-04,Montana,44,35,806
2012-04,Delaware,45,13,1010
2012-04,South Dakota,46,52,
2012-04,Alaska,47,3,613
2012-04,North Dakota,48,37,809
2012-04,Vermont,49,58,645
2012-04,District of Columbia,50,12,430
2012-04,Wyoming,51,62,357
2012-05,California,1,9,35181
2012-05,Texas,2,54,22912
2012-05,New York,3,43,9433
2012-05,Florida,4,14,27221
2012-05,Illinois,5,21,12442
2012-05,Pennsylvania,6,47,9913
2012-05,Ohio,7,44,10842
2012-05,Michigan,8,30,14201
2012-05,Georgia,9,16,20324
2012-05,North Carolina,10,36,7927
2012-05,New Jersey,11,40,6362
2012-05,Virginia,12,56,6788
2012-05,Washington,13,59,6362
2012-05,Massachusetts,14,26,3984
2012-05,Indiana,15,22,6377
2012-05,Arizona,16,8,13627
2012-05,Tennessee,17,53,7496
2012-05,Missouri,18,32,5159
2012-05,Maryland,19,27,4871
2012-05,Wisconsin,20,60,5482
2012-05,Minnesota,21,31,5490
2012-05,Colorado,22,10,6961
2012-05,Alabama,23,4,3457
2012-05,South Carolina,24,51,5184
2012-05,Louisiana,25,25,3037
2012-05,Kentucky,26,24,3274
2012-05,Oregon,27,46,3633
2012-05,Oklahoma,28,45,3331
2012-05,Connecticut,29,11,1928
2012-05,Iowa,30,19,2991
2012-05,Mississippi,31,34,1302
2012-05,Arkansas,32,6,1978
2012-05,Kansas,33,23,1749
2012-05,Utah,34,55,3224
2012-05,Nevada,35,42,4907
2012-05,New Mexico,36,41,1469
2012-05,West Virginia,37,61,787
2012-05,Nebraska,38,38,1525
2012-05,Idaho,39,20,1448
2012-05,Hawaii,40,18,991
2012-05,Maine,41,28,
2012-05,New Hampshire,42,39,
2012-05,Rhode Island,43,50,
2012-05,Montana,44,35,709
