"RegionID","RegionName","RegionType","StateName","SizeRank","2010-11","2010-12","2011-1","2011-2","2011-3","2011-4","2011-5","2011-6","2011-7","2011-8","2011-9","2011-10","2011-11","2011-12","2012-1","2012-2","2012-3","2012-4","2012-5","2012-6","2012-7","2012-8","2012-9","2012-10","2012-11","2012-12","2013-1","2013-2","2013-3","2013-4","2013-5","2013-6","2013-7","2013-8","2013-9","2013-10","2013-11","2013-12","2014-1","2014-2","2014-3","2014-4","2014-5","2014-6","2014-7","2014-8","2014-9","2014-10","2014-11","2014-12","2015-1","2015-2","2015-3","2015-4","2015-5","2015-6","2015-7","2015-8","2015-9","2015-10","2015-11","2015-12","2016-1","2016-2","2016-3","2016-4","2016-5","2016-6","2016-7","2016-8","2016-9","2016-10","2016-11","2016-12","2017-1","2017-2","2017-3","2017-4","2017-5","2017-6","2017-7","2017-8","2017-9","2017-10","2017-11","2017-12","2018-1","2018-2","2018-3","2018-4","2018-5","2018-6","2018-7","2018-8","2018-9","2018-10","2018-11","2018-12","2019-1","2019-2","2019-3","2019-4","2019-5","2019-6","2019-7","2019-8"
19,"Iowa","State","IA",30,2.55,2.74,2.83,2.64,2.45,1.51,0.85,0.47,0.09,0.28,0.57,0.38,0.19,0.66,0.75,0.94,1.04,1.32,1.6,1.79,1.98,2.26,1.89,2.08,2.17,1.42,1.23,1.13,1.7,2.36,2.92,3.02,3.11,3.4,3.58,3.77,3.96,3.87,4.15,4.06,3.68,3.3,3.21,3.49,4.25,4.62,4.53,4.43,4.34,4.72,5.19,5.38,5.28,5.47,5.66,5.57,5,4.81,4.91,5.09,5.75,5.94,6.04,5.85,6.13,6.23,6.32,6.42,6.51,6.79,6.98,7.08,6.6,6.7,6.89,7.17,7.55,8.02,8.11,7.92,7.74,7.64,8.4,8.49,9.15,9.34,9.43,9.25,9.62,9.81,10,9.91,9.72,9.53,9.06,8.68,8.58,8.87,8.96,8.77,8.21,7.45,7.26,7.36,7.83,8.3
34,"Mississippi","State","MS",31,1.23,1.42,2.08,2.45,1.32,1.04,0.38,0.47,0.57,0.85,0.94,0.75,0.66,0.19,0.09,0.28,1.13,1.79,4.25,4.06,3.21,2.26,1.89,1.6,1.51,1.7,1.98,2.17,2.92,2.55,2.74,2.64,3.58,4.15,3.87,3.68,3.3,3.02,3.49,3.4,3.77,2.83,2.36,3.11,3.96,4.34,4.43,4.81,4.91,5.38,5,5.28,5.19,5.94,6.04,5.75,4.62,4.53,4.72,5.66,6.32,6.6,6.79,6.51,6.13,5.57,5.09,5.47,5.85,6.23,6.42,6.7,6.89,7.17,6.98,7.26,7.08,7.36,7.45,7.55,7.64,7.74,7.83,7.92,8.02,8.11,8.4,8.58,8.87,9.15,9.72,9.53,9.43,9.06,9.62,9.34,8.96,8.77,8.3,8.49,8.21,8.68,9.25,9.91,10,9.81
6,"Arkansas","State","AR",32,2.45,1.51,0.94,0.85,0.75,1.23,1.42,1.6,1.13,0.66,0.38,0.28,0.09,0.19,0.47,0.57,1.04,1.32,1.7,2.08,3.02,3.87,4.43,4.53,4.06,4.34,4.62,5,4.15,3.4,2.74,2.55,3.49,3.96,4.72,4.91,5.47,5.57,5.38,4.25,3.58,3.11,1.89,1.79,1.98,2.83,2.64,2.36,2.92,3.68,5.09,5.28,4.81,3.3,2.26,2.17,3.21,3.77,5.19,5.66,5.75,6.13,5.85,5.94,6.04,6.23,6.51,6.6,6.42,6.32,6.7,6.79,6.89,6.98,7.08,7.17,7.26,7.36,7.45,7.55,7.64,7.74,7.83,7.92,8.02,8.96,9.25,9.53,9.81,9.62,9.43,9.91,10,9.72,9.34,9.15,8.87,8.68,8.4,8.3,8.58,8.77,9.06,8.49,8.11,8.21
23,"Kansas","State","KS",33,2.45,2.08,1.7,1.32,1.04,0.85,0.47,0.19,0.09,0.28,0.38,0.57,0.66,0.75,0.94,1.13,1.42,1.23,1.51,1.98,2.26,2.17,1.79,1.6,1.89,2.36,2.55,2.64,2.74,3.02,3.11,2.83,2.92,3.21,3.3,3.4,3.49,3.58,3.77,4.06,3.87,3.68,3.96,4.15,4.62,4.81,5,4.91,4.72,4.43,4.25,4.34,4.53,5.09,5.19,5.57,5.66,5.38,5.28,5.47,6.32,6.7,6.79,6.51,5.94,5.75,5.85,6.13,6.23,6.04,6.42,6.6,6.89,6.98,7.08,7.17,7.26,7.64,7.74,7.45,7.36,7.55,7.83,7.92,8.3,8.49,8.87,9.06,9.53,9.81,10,9.91,9.72,9.62,9.43,9.34,9.25,9.15,8.96,8.68,8.4,8.11,8.02,8.21,8.58,8.77
55,"Utah","State","UT",34,1.04,0.85,0.94,1.23,1.13,0.75,0.28,0.09,0.19,0.38,0.47,0.57,0.66,1.32,1.42,1.51,1.6,1.7,1.89,2.55,3.11,2.92,3.3,3.02,2.83,2.17,2.08,2.74,3.4,3.87,4.15,4.43,4.53,5.19,5.09,4.81,4.91,5,4.62,4.25,3.49,2.26,1.79,1.98,2.36,2.45,2.64,3.21,3.58,3.68,3.96,3.77,4.06,4.34,4.72,5.47,5.28,5.38,5.57,5.66,5.85,6.13,5.94,5.75,6.04,6.23,6.32,6.42,6.51,6.6,6.7,7.08,7.36,7.17,7.26,7.74,7.92,7.83,8.4,8.49,8.77,8.96,8.68,8.87,9.06,9.25,9.34,9.53,9.72,9.91,10,9.81,9.62,9.43,9.15,8.58,8.11,8.21,8.3,8.02,7.64,7.55,6.79,6.89,6.98,7.45
42,"Nevada","State","NV",35,1.51,1.42,1.23,1.13,0.94,0.85,1.04,0.75,0.66,0.57,0.47,0.38,0.19,0.09,0.28,1.32,1.6,1.7,2.17,2.45,2.64,2.36,2.08,1.98,1.89,1.79,2.26,2.55,4.53,6.42,7.64,8.11,8.4,8.49,8.21,8.02,7.74,7.45,6.89,6.23,5.47,4.91,5.66,6.04,6.32,5.94,5,4.15,3.68,3.3,3.87,4.25,5.28,6.51,7.17,7.36,6.98,6.79,6.7,6.13,5.57,4.62,3.96,3.11,3.21,3.58,4.72,5.38,5.85,5.19,4.81,4.34,3.77,3.4,4.06,5.09,7.26,7.83,8.3,8.58,8.77,8.87,8.96,9.06,9.15,9.25,9.43,9.53,9.72,9.91,10,9.81,9.62,9.34,8.68,7.92,7.55,7.08,6.6,5.75,4.43,3.49,2.83,2.74,3.02,2.92
41,"New Mexico","State","NM",36,1.04,1.13,1.42,1.7,1.79,1.51,0.57,0.28,0.09,0.19,0.38,0.47,0.66,0.75,0.85,0.94,1.23,1.32,1.6,1.89,3.3,4.43,4.81,4.25,3.87,3.49,3.96,4.15,4.72,5.19,6.32,6.42,6.23,5.75,5.57,5.38,5.09,4.62,4.06,3.4,3.02,2.83,2.64,2.92,2.55,2.26,1.98,2.08,2.36,3.21,3.58,3.68,3.11,2.45,2.17,2.74,3.77,4.34,4.53,4.91,5,5.47,5.28,5.66,5.85,6.04,5.94,6.13,6.51,6.6,6.7,6.79,6.98,6.89,7.17,7.08,7.26,7.36,7.45,7.55,7.83,7.64,7.74,7.92,8.02,8.11,8.21,8.3,8.4,9.53,9.91,10,9.81,9.25,9.15,8.68,8.77,8.87,9.06,8.58,8.49,8.96,9.34,9.72,9.62,9.43
61,"West Virginia","State","WV",37,1.13,1.04,0.38,0.66,0.28,0.94,0.75,0.85,0.57,0.19,0.09,0.47,1.32,1.79,2.74,2.08,4.15,6.89,7.36,5.75,4.25,3.87,4.62,4.43,3.96,6.13,7.45,7.74,7.55,3.68,2.45,2.26,4.72,6.32,6.51,6.23,4.34,3.49,3.11,4.53,5.38,5.19,2.55,2.17,2.64,5.85,6.79,7.17,6.6,5.94,6.98,7.64,7.83,6.7,3.3,4.91,6.04,7.08,5.66,5.09,5,4.81,4.06,2.92,1.6,1.7,2.83,5.57,6.42,5.47,3.58,3.02,2.36,1.89,1.42,1.23,1.51,1.98,3.4,3.21,3.77,5.28,7.26,7.92,8.02,8.11,8.4,8.3,8.21,8.49,9.53,9.62,9.34,8.58,8.68,8.77,8.87,8.96,9.06,9.15,9.43,9.72,10,9.91,9.81,9.25
38,"Nebraska","State","NE",38,0.75,0.94,1.42,1.6,1.51,0.38,0.19,0.09,0.28,0.57,1.04,1.32,1.13,0.85,0.47,0.66,1.23,1.7,2.08,2.36,2.26,1.98,1.79,1.89,2.17,2.45,2.55,2.74,2.83,2.64,2.92,3.02,3.11,3.21,3.3,3.4,3.58,3.68,3.49,3.77,3.87,4.06,3.96,4.15,4.25,4.34,4.43,4.53,4.62,4.72,4.81,4.91,5,5.09,5.28,5.66,5.57,5.75,5.85,6.13,6.42,6.51,6.32,6.6,5.94,5.38,5.19,5.47,6.04,6.23,6.7,6.79,6.89,6.98,7.08,7.17,7.26,7.36,7.55,7.83,8.02,8.21,8.49,8.68,8.87,9.25,9.53,9.72,9.81,10,9.91,9.62,9.43,9.34,9.15,8.96,9.06,8.77,8.4,8.11,7.92,7.64,7.45,7.74,8.3,8.58
20,"Idaho","State","ID",39,0.09,0.19,0.28,0.57,0.94,0.75,0.66,0.38,0.47,0.85,1.04,1.13,1.23,1.32,1.42,1.7,2.08,3.4,3.87,4.43,4.25,4.53,4.72,4.62,4.06,3.77,3.58,3.21,3.02,2.74,2.55,2.92,3.49,4.15,4.81,4.91,5,3.96,3.3,2.26,1.89,1.51,1.6,1.79,2.64,2.45,2.36,1.98,2.17,2.83,3.11,3.68,4.34,5.09,5.38,5.66,5.28,5.57,5.19,5.47,5.85,6.04,5.75,5.94,6.13,6.23,6.32,6.42,6.51,6.6,6.7,7.08,6.98,6.79,6.89,7.17,7.26,7.36,7.45,7.55,7.64,7.74,7.83,7.92,8.02,8.4,8.68,9.15,9.62,9.81,10,9.91,9.72,9.53,9.06,8.77,8.87,9.25,9.43,9.34,8.96,8.58,8.3,8.11,8.21,8.49
18,"Hawaii","State","HI",40,6.42,7.26,6.51,4.53,2.64,1.42,1.04,0.94,0.66,0.85,0.57,0.75,0.47,0.38,0.19,0.09,0.28,1.13,1.7,2.08,1.89,1.51,1.79,1.98,2.26,2.36,2.55,3.02,3.3,3.49,4.06,5.57,7.45,9.25,10,9.43,8.58,8.21,8.96,9.91,9.81,8.4,6.7,5.85,5.28,4.81,4.62,4.72,5.38,5.94,6.04,5.66,4.91,6.13,7.36,9.15,9.62,9.34,8.49,6.6,5.47,3.96,3.11,2.45,2.74,2.92,3.21,3.77,4.15,4.25,4.43,5,5.19,5.75,6.23,7.08,8.11,8.68,8.3,7.74,7.64,7.83,7.55,7.17,6.89,6.98,7.92,8.77,9.06,9.53,9.72,8.87,8.02,6.79,6.32,5.09,4.34,3.87,3.68,3.58,3.4,2.83,2.17,1.6,1.32,1.23
28,"Maine","State","ME",41,4.15,4.72,4.81,3.96,3.11,0.94,0.28,0.09,0.19,0.66,1.79,1.42,0.85,0.38,0.47,1.51,3.21,3.77,2.17,2.26,1.89,1.32,0.75,0.57,1.13,1.6,2.92,3.02,5.19,6.7,7.17,6.98,5.57,4.34,3.87,4.91,4.53,4.43,3.49,3.3,2.64,2.55,2.08,2.74,3.68,5.09,5.47,5.75,5.66,5.38,5,3.58,1.7,1.23,1.04,1.98,4.25,5.94,6.13,6.04,5.28,4.06,3.4,2.83,2.36,2.45,4.62,5.85,6.42,6.32,6.23,6.51,6.6,6.79,6.89,7.08,7.26,7.36,7.45,7.64,7.92,7.55,7.74,7.83,8.02,8.11,8.21,8.77,9.15,9.81,10,9.91,9.34,8.49,8.3,8.68,9.06,9.53,9.72,9.62,8.96,8.58,8.4,8.87,9.25,9.43
39,"New Hampshire","State","NH",42,2.64,2.92,2.83,2.55,2.36,2.17,1.89,1.6,1.23,1.04,0.94,0.75,0.57,0.28,0.09,0.19,0.38,0.47,0.66,0.85,1.13,1.32,1.42,1.51,1.7,1.79,1.98,2.08,2.26,2.45,2.74,3.02,3.11,3.21,3.3,3.4,3.49,3.58,3.68,4.06,4.25,4.15,3.87,3.77,3.96,4.34,4.43,4.53,4.62,4.72,4.81,4.91,5,5.09,5.19,5.38,5.47,6.13,6.04,5.94,5.85,5.28,5.66,5.75,6.32,5.57,6.23,6.42,6.51,6.6,6.7,6.79,6.89,6.98,7.08,7.17,7.26,7.36,7.45,7.55,7.64,7.74,7.83,7.92,8.02,8.11,8.21,8.3,8.58,9.72,9.91,9.81,9.53,9.25,9.15,8.68,8.4,8.49,8.87,8.77,8.96,9.06,9.34,9.43,9.62,10
50,"Rhode Island","State","RI",43,1.6,1.7,1.79,1.98,2.26,2.17,1.32,0.57,0.09,0.28,0.66,0.85,0.47,0.38,0.19,0.75,1.04,1.13,0.94,1.23,1.42,1.51,1.89,2.36,2.74,2.64,2.55,2.08,2.45,2.83,2.92,3.11,3.21,3.3,4.25,4.43,4.62,5.09,5.75,6.04,5.19,4.34,3.68,3.87,4.72,4.91,4.81,4.53,4.15,3.4,3.49,3.96,4.06,3.58,3.02,3.77,5,6.51,6.23,5.94,5.57,5.28,5.47,5.38,5.66,5.85,6.13,6.32,6.42,6.6,6.7,6.79,6.89,6.98,7.08,7.17,7.26,7.36,8.11,7.83,7.64,7.45,7.55,8.02,8.77,9.25,9.34,9.53,9.62,9.81,10,9.91,9.72,9.43,9.15,8.68,8.3,8.4,8.87,9.06,8.21,7.74,7.92,8.49,8.96,8.58
35,"Montana","State","MT",44,0.66,0.85,0.47,0.19,0.75,0.38,0.28,0.09,0.57,0.94,1.7,1.79,1.23,1.04,1.13,1.51,1.6,1.42,1.32,1.89,1.98,2.36,2.08,2.26,2.17,2.55,2.92,3.49,4.43,6.04,6.89,6.42,5,3.58,3.4,3.87,5.85,7.08,7.64,7.55,6.51,4.62,3.68,3.77,4.25,5.75,5.57,4.53,3.3,2.83,2.64,2.74,3.21,5.19,7.17,7.45,6.6,5.28,5.09,5.66,5.94,5.47,4.72,5.38,6.79,7.92,8.02,7.26,6.23,4.81,3.96,4.06,4.91,6.7,7.83,8.4,8.58,7.74,8.3,8.11,8.96,8.77,8.87,8.49,9.06,9.43,9.34,9.15,9.53,9.72,10,9.91,9.81,9.62,9.25,8.68,8.21,7.36,6.98,6.13,4.15,3.02,2.45,3.11,4.34,6.32
13,"Delaware","State","DE",45,1.51,1.42,1.23,1.6,1.32,0.94,0.19,0.09,0.28,0.85,1.04,0.66,0.57,0.38,0.47,0.75,1.13,1.7,1.79,1.98,1.89,2.08,2.17,2.26,2.36,2.45,3.11,4.81,5.85,5.66,6.23,6.79,6.98,6.13,6.51,6.42,6.6,5.75,5.47,6.7,7.55,7.64,6.04,4.25,3.49,4.15,3.87,3.21,3.3,3.77,4.72,4.62,4.43,3.4,2.92,2.74,3.02,3.96,4.91,5.94,7.45,7.92,7.74,5.38,2.64,2.55,2.83,4.34,5.28,5,5.57,6.89,7.26,7.17,5.19,4.06,3.58,3.68,4.53,5.09,6.32,7.08,7.36,7.83,8.02,8.21,8.11,8.3,8.4,8.96,9.91,10,9.81,9.15,8.87,8.68,8.58,8.49,8.77,9.06,9.25,9.72,9.62,9.34,9.43,9.53
52,"South Dakota","State","SD",46,0.09,0.28,0.19,0.75,1.51,3.4,2.26,1.79,1.6,2.08,1.98,1.7,1.13,0.85,0.94,0.66,0.47,0.38,0.57,1.04,1.23,1.32,1.42,1.89,2.17,2.45,3.3,3.49,2.74,2.92,3.02,3.77,3.21,3.87,4.72,5.66,5.94,5.19,5,4.53,4.15,3.11,2.83,3.68,5.38,6.79,6.6,5.75,5.57,6.32,6.51,4.62,2.64,2.36,2.55,3.58,4.25,4.34,4.81,6.04,7.17,7.83,7.36,6.89,7.08,8.02,9.06,8.68,8.21,7.64,7.45,7.26,6.7,6.13,5.28,4.43,3.96,4.06,5.85,7.74,8.49,8.3,8.4,8.77,9.25,9.62,9.43,9.53,8.58,9.15,8.96,9.72,9.91,10,9.81,9.34,8.87,8.11,7.92,6.23,5.09,4.91,5.47,6.42,6.98,7.55
3,"Alaska","State","AK",47,1.04,0.94,0.85,0.66,0.47,0.28,0.09,0.19,0.38,0.57,0.75,1.13,1.23,1.32,1.42,1.79,2.55,2.36,2.26,2.45,2.92,3.3,3.49,4.15,3.77,4.06,3.58,3.68,3.21,3.87,5,5.47,5.94,5.85,6.32,6.51,6.98,7.08,7.36,7.45,7.74,7.83,7.92,8.02,8.3,8.4,8.58,8.77,9.06,9.25,9.34,9.53,9.72,9.81,10,9.91,9.62,9.43,9.15,8.96,8.87,8.68,8.49,8.21,8.11,7.64,6.89,5.19,4.34,3.11,2.83,2.64,1.7,1.6,1.51,1.89,2.08,1.98,2.17,2.74,3.02,3.4,3.96,4.25,4.62,4.81,4.91,4.53,4.43,4.72,5.09,5.38,5.57,5.28,5.66,5.75,6.13,6.04,6.23,6.42,6.6,6.7,6.79,7.17,7.26,7.55
37,"North Dakota","State","ND",48,4.72,4.62,3.02,2.74,2.55,4.53,3.77,3.3,1.7,2.17,2.45,1.89,1.32,0.47,0.94,1.04,1.6,0.66,0.85,1.42,4.34,5.47,5.75,5.85,6.04,6.6,6.79,7.08,6.89,7.26,7.36,7.64,7.74,7.83,8.02,7.92,8.11,8.3,8.49,8.58,8.21,8.77,9.25,9.43,9.15,8.96,8.68,8.87,9.06,9.53,9.62,9.72,10,9.91,9.81,9.34,8.4,7.55,7.45,7.17,6.98,6.7,6.51,6.42,6.23,6.32,6.13,5.94,5.57,5.19,4.91,5,4.81,5.09,5.28,5.66,5.38,4.43,3.68,3.4,4.15,3.58,3.96,3.21,3.49,2.83,2.36,1.98,1.79,2.26,2.92,3.87,4.25,4.06,3.11,2.64,2.08,1.51,1.23,0.75,0.57,0.28,0.09,0.19,0.38,1.13
58,"Vermont","State","VT",49,5.66,3.77,2.74,3.68,4.91,6.23,2.45,1.7,0.47,3.02,2.36,2.26,2.83,2.55,0.28,0.09,0.19,0.57,4.81,4.53,3.3,1.23,1.79,0.85,0.94,1.89,3.87,5.75,5.28,4.15,1.42,0.75,0.66,1.51,2.08,4.34,5.19,6.42,7.36,7.17,7.26,6.79,6.32,6.04,5.94,6.7,6.6,6.89,6.13,5.09,4.72,5.38,4.62,3.21,0.38,1.6,1.98,4.25,3.58,4.43,4.06,3.96,2.64,2.17,1.32,1.13,1.04,3.11,2.92,3.4,3.49,5,6.51,7.08,6.98,5.57,5.47,5.85,7.55,7.83,8.21,8.02,7.92,7.64,7.45,7.74,8.11,8.3,8.87,8.77,8.58,8.4,8.68,8.49,8.96,9.06,9.15,9.34,9.25,9.43,9.53,9.72,9.91,10,9.81,9.62
12,"District of Columbia","State","DC",50,0.47,0.75,1.13,1.42,1.32,0.38,0.19,0.09,0.28,0.66,1.04,0.85,0.57,0.94,1.23,1.51,1.6,1.7,1.79,1.89,1.98,2.08,2.17,2.26,2.36,2.45,2.55,2.64,2.74,3.02,4.53,6.7,7.55,7.45,8.58,9.34,9.15,7.83,6.32,6.13,7.26,6.98,6.51,5.09,4.81,5.66,5.47,7.17,8.68,9.53,9.06,6.89,5.85,8.77,9.81,10,9.91,9.62,8.49,8.11,8.4,6.42,4.91,4.62,4.06,3.11,2.92,2.83,3.21,3.77,4.25,3.96,3.49,3.68,4.43,5.94,7.74,8.96,8.87,6.79,5,5.19,5.38,5.75,8.02,9.43,9.72,9.25,8.21,7.92,6.6,6.23,6.04,5.57,4.72,4.34,3.58,3.3,3.4,3.87,4.15,5.28,7.08,8.3,7.36,7.64
62,"Wyoming","State","WY",51,0.47,0.28,0.19,0.09,0.38,0.66,0.57,0.75,1.42,4.43,3.96,2.26,1.32,1.23,1.51,1.89,1.6,1.79,1.7,1.13,0.94,0.85,1.04,2.36,4.15,6.51,7.17,7.55,6.32,3.68,2.17,2.08,1.98,2.55,2.74,3.58,4.62,4.25,3.49,3.3,3.11,2.83,2.64,3.02,4.34,6.13,6.7,7.08,6.98,7.36,7.92,8.77,9.62,9.81,10,9.91,9.72,8.49,7.45,6.79,6.42,6.23,5.94,5.75,3.87,4.06,5.09,6.04,5.85,5.28,4.91,5.57,5.38,3.77,3.21,2.45,2.92,3.4,5,5.47,5.19,4.81,4.53,4.72,5.66,6.6,7.64,9.06,9.43,9.34,8.87,7.74,8.21,8.68,8.96,8.58,8.3,8.4,8.11,7.83,7.26,6.89,8.02,9.15,9.25,9.53
